phyto_class,Diatom,Dinoflagellate,Haptophyte,NAP,NAP,NAP,CDOM
703,0.005247816,3.81925E-05,0.001150024,NaN,NaN,NaN,NaN
704,0.005277574,3.70068E-05,0.001131782,NaN,NaN,NaN,NaN
705,0.005288089,3.58303E-05,0.001110776,NaN,NaN,NaN,NaN
706,0.005280471,3.46606E-05,0.001087456,NaN,NaN,NaN,NaN
707,0.00525506,3.34958E-05,0.001062105,NaN,NaN,NaN,NaN
708,0.005211655,3.23342E-05,0.001034792,NaN,NaN,NaN,NaN
709,0.005152944,3.11791E-05,0.001005707,NaN,NaN,NaN,NaN
710,0.005081914,3.01399E-05,0.000975307,NaN,NaN,NaN,NaN
711,0.004995584,2.93087E-05,0.000943752,NaN,NaN,NaN,NaN
712,0.004892656,2.85528E-05,0.000911351,NaN,NaN,NaN,NaN
713,0.004776425,2.77564E-05,0.000878635,NaN,NaN,NaN,NaN
714,0.004649009,2.69272E-05,0.000845796,NaN,NaN,NaN,NaN
715,0.00451169,2.60694E-05,0.000812914,NaN,NaN,NaN,NaN
716,0.004365532,2.5186E-05,0.000780187,NaN,NaN,NaN,NaN
717,0.004211534,2.42802E-05,0.000747803,NaN,NaN,NaN,NaN
718,0.004050972,2.33603E-05,0.000715948,NaN,NaN,NaN,NaN
719,0.003885469,2.24402E-05,0.000684954,NaN,NaN,NaN,NaN
720,0.003718196,2.15388E-05,0.000655124,NaN,NaN,NaN,NaN
721,0.003554197,2.0676E-05,0.000626402,NaN,NaN,NaN,NaN
722,0.00339752,1.98581E-05,0.000598558,NaN,NaN,NaN,NaN
723,0.003195189,1.89386E-05,0.000563755,NaN,NaN,NaN,NaN
724,0.00289378,1.75609E-05,0.000512295,NaN,NaN,NaN,NaN
725,0.002539889,1.57283E-05,0.00045055,NaN,NaN,NaN,NaN
726,0.002185713,1.37334E-05,0.00038819,NaN,NaN,NaN,NaN
727,0.001841912,1.17331E-05,0.000327567,NaN,NaN,NaN,NaN
728,0.001512121,9.80479E-06,0.00026953,NaN,NaN,NaN,NaN
729,0.001195314,7.94329E-06,0.000213876,NaN,NaN,NaN,NaN
730,0.000891666,6.14987E-06,0.00016053,NaN,NaN,NaN,NaN
731,0.000602283,4.43116E-06,0.000109771,NaN,NaN,NaN,NaN
732,0.000326956,2.78673E-06,6.17415E-05,NaN,NaN,NaN,NaN
733,0.000118021,1.35243E-06,2.39663E-05,NaN,NaN,NaN,NaN
734,2.67794E-05,4.75729E-07,5.89552E-06,NaN,NaN,NaN,NaN
735,5.41331E-06,1.45167E-07,1.15713E-06,NaN,NaN,NaN,NaN
736,6.59453E-07,6.11316E-08,7.89732E-08,NaN,NaN,NaN,NaN
737,6.56668E-07,6.04368E-08,7.87711E-08,NaN,NaN,NaN,NaN
738,6.53903E-07,5.9756E-08,7.85699E-08,NaN,NaN,NaN,NaN
739,6.5116E-07,5.90887E-08,7.83689E-08,NaN,NaN,NaN,NaN
740,6.48223E-07,5.8424E-08,7.81404E-08,NaN,NaN,NaN,NaN
741,6.44677E-07,5.77405E-08,7.78291E-08,NaN,NaN,NaN,NaN
742,6.40314E-07,5.70266E-08,7.74064E-08,NaN,NaN,NaN,NaN
743,6.3513E-07,5.62809E-08,7.68723E-08,NaN,NaN,NaN,NaN
744,6.29131E-07,5.5502E-08,7.62278E-08,NaN,NaN,NaN,NaN
745,6.22317E-07,5.46887E-08,7.54717E-08,NaN,NaN,NaN,NaN
746,6.14677E-07,5.38401E-08,7.46043E-08,NaN,NaN,NaN,NaN
747,6.06214E-07,5.29553E-08,7.36268E-08,NaN,NaN,NaN,NaN
748,5.96927E-07,5.20329E-08,7.25379E-08,NaN,NaN,NaN,NaN
749,5.86816E-07,5.1072E-08,7.13372E-08,NaN,NaN,NaN,NaN
750,NaN,NaN,NaN,NaN,NaN,NaN,NaN
